logo_path,name,link,status,usd_raised,month,year,token_sale_price,current_token_price,token_return,roi,erc20,
http://res.cloudinary.com/dbyoymbpd/image/upload/v1501647435/decent_kezj3x.png,Decent,http://www.the-blockchain.com/docs/Decentralized%20Open-Source%20Content%20Distribution%20(DECENT)%20whitepaper.pdf,Completed,4126300,16-Nov,2016,0.11,0.92,8.54x,GREEN,FALSE,
http://res.cloudinary.com/dbyoymbpd/image/upload/v1501647426/crypviser_jpnloa.png,Crypviser,https://ico.crypviser.net/static/docs/CrypViserWhitepaper_en.pdf,Completed,3822606,17-Jun,2017,,,,BLUE,FALSE,
http://res.cloudinary.com/dbyoymbpd/image/upload/v1501647414/antshares_idsavo.png,Antshares,https://github.com/AntShares/AntShares/wiki,Completed,3758871,16-Sep,2016,0.19,,,BLUE,FALSE,
http://res.cloudinary.com/dbyoymbpd/image/upload/v1501647407/dfinity_qf3k2k.png,DFinity,,Completed,3750000,17-Feb,2017,,,,BLUE,FALSE,
http://res.cloudinary.com/dbyoymbpd/image/upload/v1501647397/lunyr_gzmk0z.png,Lunyr,https://github.com/Lunyr/Lunyr/blob/master/Lunyr_White_Paper_ENG.pdf,Completed,3400000,17-Apr,2017,1.61,2.63,1.63x,GREEN,TRUE,
http://res.cloudinary.com/dbyoymbpd/image/upload/v1501647392/encryptotel_xsxrbk.png,EncryptoTel,http://ico.encryptotel.com/assets/pdf/EncryptoTel_WP_v1.pdf,Completed,3000000,17-May,2017,0.08,0.12,1.44x,GREEN,FALSE,
http://res.cloudinary.com/dbyoymbpd/image/upload/v1501647383/internet_of_coins_h06rr6.png,Internet of Coins,,Completed,3000000,17-Jun,2017,,,,BLUE,FALSE,
http://res.cloudinary.com/dbyoymbpd/image/upload/v1501647386/skincoin_vyby0v.png,Skincoin,,Completed,3000000,17-Jul,2017,0.03,0.03,0.74x,RED,FALSE,
http://res.cloudinary.com/dbyoymbpd/image/upload/v1501647387/melonport_bfn5h5.png,Melonport,https://github.com/melonproject/greenpaper/blob/master/melonprotocol.pdf,Completed,2900000,17-Feb,2017,5.8,45.15,7.79x,GREEN,TRUE,
http://res.cloudinary.com/dbyoymbpd/image/upload/v1501646978/lykke_o10uvr.png,Lykke,https://lykke.com/ico/Whitepaper_LykkeExchange.pdf,Completed,2800000,16-Oct,2016,0.06,0.23,4.16x,GREEN,FALSE,
http://res.cloudinary.com/dbyoymbpd/image/upload/v1501646969/footballcoin_wobrqz.png,Footballcoin,https://www.footballcoin.io/about-footballcoin/footballcoin-game-how-it-works/,Completed,2733184,17-Jun,2017,,,,BLUE,FALSE,
http://res.cloudinary.com/dbyoymbpd/image/upload/v1501646958/edgeless_vbswll.png,Edgeless,https://github.com/EdgelessCasino/White_paper/blob/master/White_Paper.pdf,Completed,2700000,17-Mar,2017,0.04,0.44,11.14x,GREEN,TRUE,
http://res.cloudinary.com/dbyoymbpd/image/upload/v1501646952/cryptoping_r3wqew.png,Cryptoping,https://cryptoping.tech/cp_whitepaper_en.pdf,Completed,2608052,17-Jun,2017,0.29,0.11,0.38x,RED,FALSE,
